yourlist:M20220122F248CABF64506F29A91F8037F07B67D13DFE271	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (GO)	Gene ontology IDs
PFX19425.1	A0A2B4RT43	A0A2B4RT43_STYPI	unreviewed	Collagen alpha-5(VI) chain	COL6A5 AWC38_SpisGene16168	Stylophora pistillata (Smooth cauliflower coral)	12548	collagen trimer [GO:0005581]	GO:0005581
PFX25942.1	A0A2B4SBM4	A0A2B4SBM4_STYPI	unreviewed	PA14 domain-containing protein	AWC38_SpisGene9405	Stylophora pistillata (Smooth cauliflower coral)	1845	alpha-L-arabinofuranosidase activity [GO:0046556]; L-arabinose metabolic process [GO:0046373]	GO:0046373; GO:0046556
PFX29183.1	A0A2B4SJB1	A0A2B4SJB1_STYPI	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	Epha5 AWC38_SpisGene6124	Stylophora pistillata (Smooth cauliflower coral)	850	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	GO:0004714; GO:0005524; GO:0016021
RMX43423.1	A0A3M6TPT8	A0A3M6TPT8_POCDA	unreviewed	Uncharacterized protein	pdam_00021192	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	818	microtubule organizing center [GO:0005815]; nucleus [GO:0005634]; histone acetyltransferase activity [GO:0004402]; regulation of transcription, DNA-templated [GO:0006355]	GO:0004402; GO:0005634; GO:0005815; GO:0006355
KAF0714141.1	A0A485KAU9	A0A485KAU9_9STRA	unreviewed	Aste57867_4028 protein	Aste57867_4028 As57867_004017 ASTE57867_4028	Aphanomyces stellatus	2011	metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]	GO:0004842; GO:0046872
APQ32149.1	A0A2Z2DZ33	A0A2Z2DZ33_HETCR	unreviewed	Cytolysin-like protein (Fragment)		Heteractis crispa (Leathery sea anemone) (Radianthus macrodactylus)	235	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; hemolysis in other organism [GO:0044179]	GO:0005576; GO:0005886; GO:0016021; GO:0044179
PFX26695.1	A0A2B4SE30	A0A2B4SE30_STYPI	unreviewed	Nephrocystin-3	nphp3 AWC38_SpisGene8634	Stylophora pistillata (Smooth cauliflower coral)	1806		
RMX51473.1	A0A3M6UCQ3	A0A3M6UCQ3_POCDA	unreviewed	ABC1 domain-containing protein	pdam_00018810	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	613	integral component of membrane [GO:0016021]	GO:0016021
PFX24456.1	A0A2B4S4Y8	A0A2B4S4Y8_STYPI	unreviewed	Cation channel sperm-associated protein 3	CATSPER3 AWC38_SpisGene10947	Stylophora pistillata (Smooth cauliflower coral)	373	integral component of membrane [GO:0016021]; ion channel activity [GO:0005216]	GO:0005216; GO:0016021
PFX13070.1	A0A2B4R987	A0A2B4R987_STYPI	unreviewed	Pogo transposable element with KRAB domain	Pogk AWC38_SpisGene22881	Stylophora pistillata (Smooth cauliflower coral)	236	DNA binding [GO:0003677]	GO:0003677
QKU35040.1	A0A6N1NLR5	A0A6N1NLR5_9VIRU	unreviewed	Uncharacterized protein		Tupanvirus soda lake	1508		
RMX42929.1	A0A3M6TNJ6	A0A3M6TNJ6_POCDA	unreviewed	Glycosyltransferase family 92 protein (EC 2.4.1.-)	pdam_00001870	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	434	membrane [GO:0016020]; glycosyltransferase activity [GO:0016757]	GO:0016020; GO:0016757
RMX48345.1	A0A3M6U3T0	A0A3M6U3T0_POCDA	unreviewed	Triosephosphate isomerase (EC 5.3.1.1)	pdam_00011133	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	310	triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	GO:0004807; GO:0006094; GO:0006096
PFX32294.1	A0A2B4SNN6	A0A2B4SNN6_STYPI	unreviewed	Contactin-associated protein 1	Cntnap1 AWC38_SpisGene2937	Stylophora pistillata (Smooth cauliflower coral)	1633	calcium ion binding [GO:0005509]; nucleic acid binding [GO:0003676]; protein localization to juxtaparanode region of axon [GO:0071205]	GO:0003676; GO:0005509; GO:0071205
RMX55477.1	A0A3M6UP54	A0A3M6UP54_POCDA	unreviewed	Uncharacterized protein	pdam_00013315	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	661		
PFX17237.1	A0A2B4RLK6	A0A2B4RLK6_STYPI	unreviewed	Deleted in malignant brain tumors 1 protein	DMBT1 AWC38_SpisGene18451	Stylophora pistillata (Smooth cauliflower coral)	2788	membrane [GO:0016020]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; scavenger receptor activity [GO:0005044]; cell adhesion [GO:0007155]	GO:0005044; GO:0005509; GO:0007155; GO:0016020; GO:0030246
PFX34994.1	A0A2B4SWD5	A0A2B4SWD5_STYPI	unreviewed	Lysine-specific demethylase 8	Kdm8 AWC38_SpisGene173	Stylophora pistillata (Smooth cauliflower coral)	248	methyltransferase activity [GO:0008168]; methylation [GO:0032259]	GO:0008168; GO:0032259
RMX53344.1	A0A3M6UII3	A0A3M6UII3_POCDA	unreviewed	Uncharacterized protein (Fragment)	pdam_00023084	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	584	metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]	GO:0008168; GO:0032259; GO:0046872
PFX21114.1	A0A2B4RRP6	A0A2B4RRP6_STYPI	unreviewed	Uromodulin	UMOD AWC38_SpisGene14392	Stylophora pistillata (Smooth cauliflower coral)	1314	integral component of membrane [GO:0016021]	GO:0016021
RMX49401.1	A0A3M6U707	A0A3M6U707_POCDA	unreviewed	Uncharacterized protein (Fragment)	pdam_00022308	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	301	catalytic activity [GO:0003824]; nucleoside metabolic process [GO:0009116]	GO:0003824; GO:0009116
RMX56307.1	A0A3M6URX0	A0A3M6URX0_POCDA	unreviewed	Uncharacterized protein (Fragment)	pdam_00021640	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	453		
SQE47722.1	A0A8B4HGE1	A0A8B4HGE1_MAMSC	unreviewed	Uncharacterized protein	NCTC12103_00050	Mammaliicoccus sciuri (Staphylococcus sciuri)	2131		
RMX48015.1	A0A3M6U2U7	A0A3M6U2U7_POCDA	unreviewed	Uncharacterized protein	pdam_00002583	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	197	TIM22 mitochondrial import inner membrane insertion complex [GO:0042721]	GO:0042721
PFX15056.1	A0A2B4RD19	A0A2B4RD19_STYPI	unreviewed	Leucine-rich repeat-containing protein 15	LRRC15 AWC38_SpisGene20752	Stylophora pistillata (Smooth cauliflower coral)	1120	integral component of membrane [GO:0016021]	GO:0016021
RMX38301.1	A0A3M6TAF6	A0A3M6TAF6_POCDA	unreviewed	Uncharacterized protein	pdam_00010925	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	338	RNA binding [GO:0003723]; mRNA processing [GO:0006397]	GO:0003723; GO:0006397
VZI14693.1	A0A7M3QFJ3	A0A7M3QFJ3_SPIER	unreviewed	Hypothetical protein	SERJ2_LOCUS7991	Spirometra erinaceieuropaei (Tapeworm) (Spirometra erinacei)	1350	extracellular matrix structural constituent [GO:0005201]	GO:0005201
RMX54934.1	A0A3M6UN27	A0A3M6UN27_POCDA	unreviewed	Protein kinase domain-containing protein	pdam_00019689	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1102	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524
RMX56628.1	A0A3M6UTH4	A0A3M6UTH4_POCDA	unreviewed	Uncharacterized protein	pdam_00002429	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	699	mismatch repair complex [GO:0032300]; ATP binding [GO:0005524]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298]	GO:0005524; GO:0006298; GO:0030983; GO:0032300
CAD7248081.1	A0A7R8XCM9	A0A7R8XCM9_9CRUS	unreviewed	Hypothetical protein	DSTB1V02_LOCUS7904	Darwinula stevensoni	1735		
EEC07229.1	B7PKV7	B7PKV7_IXOSC	unreviewed	N6-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)	8052409 IscW_ISCW006830	Ixodes scapularis (Black-legged tick) (Deer tick)	318	cytoplasm [GO:0005737]; EKC/KEOPS complex [GO:0000408]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711]; tRNA threonylcarbamoyladenosine modification [GO:0002949]	GO:0000408; GO:0002949; GO:0005737; GO:0016787; GO:0046872; GO:0061711
PFX27754.1	A0A2B4SAQ6	A0A2B4SAQ6_STYPI	unreviewed	Cytochrome-b5 reductase (EC 1.6.2.2)	Capsl AWC38_SpisGene7543	Stylophora pistillata (Smooth cauliflower coral)	966	acyl-CoA dehydrogenase activity [GO:0003995]; calcium ion binding [GO:0005509]; cytochrome-b5 reductase activity, acting on NAD(P)H [GO:0004128]; flavin adenine dinucleotide binding [GO:0050660]	GO:0003995; GO:0004128; GO:0005509; GO:0050660
PFX24799.1	A0A2B4S6U0	A0A2B4S6U0_STYPI	unreviewed	RING finger protein 44	RNF44 AWC38_SpisGene10609	Stylophora pistillata (Smooth cauliflower coral)	532	metal ion binding [GO:0046872]	GO:0046872
PFX23732.1	A0A2B4S5D3	A0A2B4S5D3_STYPI	unreviewed	DUF3504 domain-containing protein	AWC38_SpisGene11692	Stylophora pistillata (Smooth cauliflower coral)	135	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074
PFX34458.1	A0A2B4T0Z7	A0A2B4T0Z7_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene664	Stylophora pistillata (Smooth cauliflower coral)	493		
CAC5405593.1	A0A6J8DA71	A0A6J8DA71_MYTCO	unreviewed	Uncharacterized protein	MCOR_39268	Mytilus coruscus (Sea mussel)	510		
CAD7680174.1	A0A811YU50	A0A811YU50_NYCPR	unreviewed	(raccoon dog) hypothetical protein	NYPRO_LOCUS12973	Nyctereutes procyonoides (Raccoon dog) (Canis procyonoides)	662		
RMX42319.1	A0A3M6TLQ7	A0A3M6TLQ7_POCDA	unreviewed	Uncharacterized protein	pdam_00014650	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	215		
PFX27936.1	A0A2B4SEY1	A0A2B4SEY1_STYPI	unreviewed	Fibroleukin	Fgl2 AWC38_SpisGene7346	Stylophora pistillata (Smooth cauliflower coral)	1403	D-threo-aldose 1-dehydrogenase activity [GO:0047834]	GO:0047834
PFX32704.1	A0A2B4SPV5	A0A2B4SPV5_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene2473	Stylophora pistillata (Smooth cauliflower coral)	357		
EDO30146.1	A7T1L8	A7T1L8_NEMVE	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16)	v1g220980	Nematostella vectensis (Starlet sea anemone)	255	protein serine phosphatase activity [GO:0106306]; protein threonine phosphatase activity [GO:0106307]	GO:0106306; GO:0106307
RMX53279.1	A0A3M6UI91	A0A3M6UI91_POCDA	unreviewed	Uncharacterized protein (Fragment)	pdam_00015262	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	315		
RMX46178.1	A0A3M6TY05	A0A3M6TY05_POCDA	unreviewed	60S ribosomal protein L7a	pdam_00007820	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	893	ribonucleoprotein complex [GO:1990904]; protein-chromophore linkage [GO:0018298]; ribosome biogenesis [GO:0042254]	GO:0018298; GO:0042254; GO:1990904
RMX51654.1	A0A3M6UDR8	A0A3M6UDR8_POCDA	unreviewed	Protein MAK10 homolog	pdam_00020297	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	647	NatC complex [GO:0031417]; N-terminal peptidyl-methionine acetylation [GO:0017196]	GO:0017196; GO:0031417
PFX30033.1	A0A2B4SLT3	A0A2B4SLT3_STYPI	unreviewed	DDE Tnp4 domain-containing protein	AWC38_SpisGene5182	Stylophora pistillata (Smooth cauliflower coral)	212	metal ion binding [GO:0046872]	GO:0046872
PFX13786.1	A0A2B4R9F6	A0A2B4R9F6_STYPI	unreviewed	C2H2-type domain-containing protein	AWC38_SpisGene22105	Stylophora pistillata (Smooth cauliflower coral)	692		
PFX19861.1	A0A2B4RQH7	A0A2B4RQH7_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene15710	Stylophora pistillata (Smooth cauliflower coral)	1034	integral component of membrane [GO:0016021]	GO:0016021
RMX37720.1	A0A3M6T8I8	A0A3M6T8I8_POCDA	unreviewed	Reverse transcriptase domain-containing protein (Fragment)	pdam_00006548	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	501		
RMX59369.1	A0A3M6V0K2	A0A3M6V0K2_POCDA	unreviewed	Uncharacterized protein	pdam_00016369	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	771		
TNN82297.1	A0A4Z2IX14	A0A4Z2IX14_9TELE	unreviewed	Uncharacterized protein	EYF80_007418	Liparis tanakae (Tanaka's snailfish)	448		
PFX27741.1	A0A2B4SCY3	A0A2B4SCY3_STYPI	unreviewed	Tetraspanin-9	TSPAN9 AWC38_SpisGene7533	Stylophora pistillata (Smooth cauliflower coral)	432	integral component of membrane [GO:0016021]	GO:0016021
ABK41268.1	A0MV35	A0MV35_ACRMI	unreviewed	Ventral nervous system defective 3	vnd3	Acropora millepora (Staghorn coral) (Heteropora millepora)	225	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]	GO:0000981; GO:0003677; GO:0005634
RMX53109.1	A0A3M6UHR5	A0A3M6UHR5_POCDA	unreviewed	Uncharacterized protein	pdam_00015551	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	544	extracellular region [GO:0005576]	GO:0005576
RMX48366.1	A0A3M6U439	A0A3M6U439_POCDA	unreviewed	Uncharacterized protein	pdam_00016301	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	602		
RMX55765.1	A0A3M6UQ65	A0A3M6UQ65_POCDA	unreviewed	Uncharacterized protein	pdam_00020910	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	759	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
RMX40631.1	A0A3M6TH33	A0A3M6TH33_POCDA	unreviewed	EGF-like domain-containing protein	pdam_00009900	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	368	calcium ion binding [GO:0005509]	GO:0005509
RMX50376.1	A0A3M6U9W2	A0A3M6U9W2_POCDA	unreviewed	Uncharacterized protein	pdam_00022727	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	563	signal transduction [GO:0007165]	GO:0007165
RMX50901.1	A0A3M6UB97	A0A3M6UB97_POCDA	unreviewed	Beta-galactosidase (EC 3.2.1.23)	pdam_00016117	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	650	beta-galactosidase activity [GO:0004565]; carbohydrate metabolic process [GO:0005975]	GO:0004565; GO:0005975
PSC69246.1	A0A2P6V577	A0A2P6V577_9CHLO	unreviewed	Peptidylprolyl isomerase (EC 5.2.1.8)	C2E20_7193	Micractinium conductrix	108	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	GO:0003755
PFX11869.1	A0A2B4R4X7	A0A2B4R4X7_STYPI	unreviewed	Hemicentin-1 (Fragment)	HMCN1 AWC38_SpisGene24265	Stylophora pistillata (Smooth cauliflower coral)	1482	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; scavenger receptor activity [GO:0005044]; axon guidance [GO:0007411]; cell adhesion [GO:0007155]	GO:0004672; GO:0005044; GO:0005524; GO:0005886; GO:0007155; GO:0007411; GO:0016021
PFX12171.1	A0A2B4R3H5	A0A2B4R3H5_STYPI	unreviewed	Zinc finger MYM-type protein 1	ZMYM1 AWC38_SpisGene23910	Stylophora pistillata (Smooth cauliflower coral)	473		
KFH63049.1	A0A086TM72	A0A086TM72_9FUNG	unreviewed	Uncharacterized protein	MVEG_11086	Podila verticillata NRRL 6337	780		
RMX61546.1	A0A3M6V6G9	A0A3M6V6G9_POCDA	unreviewed	Uncharacterized protein	pdam_00013711	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	578	extracellular matrix structural constituent [GO:0005201]	GO:0005201
SBT50519.1	A0A1A9A2X4	A0A1A9A2X4_9APIC	unreviewed	Uncharacterized protein	POVWA1_061540	Plasmodium ovale wallikeri	71		
RMX54702.1	A0A3M6UM34	A0A3M6UM34_POCDA	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein (Fragment)	pdam_00024765	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	264	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021
RMX40126.1	A0A3M6TFD9	A0A3M6TFD9_POCDA	unreviewed	Uncharacterized protein	pdam_00002280	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	330	integral component of membrane [GO:0016021]; potassium channel activity [GO:0005267]	GO:0005267; GO:0016021
PFX25087.1	A0A2B4S913	A0A2B4S913_STYPI	unreviewed	DNA-directed DNA polymerase (EC 2.7.7.7)	AWC38_SpisGene10309	Stylophora pistillata (Smooth cauliflower coral)	1004	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; DNA replication [GO:0006260]	GO:0000166; GO:0003677; GO:0003887; GO:0006260
RMX45230.1	A0A3M6TV05	A0A3M6TV05_POCDA	unreviewed	CHAT domain-containing protein	pdam_00022524	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1405		
RMX58940.1	A0A3M6UZ88	A0A3M6UZ88_POCDA	unreviewed	Uncharacterized protein	pdam_00014611	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	399		
PFX14392.1	A0A2B4RDR6	A0A2B4RDR6_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene21458	Stylophora pistillata (Smooth cauliflower coral)	307		
PFX18391.1	A0A2B4RLB6	A0A2B4RLB6_STYPI	unreviewed	Galactosylceramide sulfotransferase	GAL3ST1 AWC38_SpisGene17232	Stylophora pistillata (Smooth cauliflower coral)	1531	integral component of membrane [GO:0016021]; galactosylceramide sulfotransferase activity [GO:0001733]; glycolipid biosynthetic process [GO:0009247]	GO:0001733; GO:0009247; GO:0016021
PFX24063.1	A0A2B4S4T8	A0A2B4S4T8_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene11333	Stylophora pistillata (Smooth cauliflower coral)	763	calcium ion binding [GO:0005509]	GO:0005509
PFX21812.1	A0A2B4RZZ2	A0A2B4RZZ2_STYPI	unreviewed	Signal sequence receptor subunit alpha (Translocon-associated protein subunit alpha)	SSR1 AWC38_SpisGene13666	Stylophora pistillata (Smooth cauliflower coral)	321	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	GO:0005789; GO:0016021
QCD76382.1	A0A4D6KGU9	A0A4D6KGU9_VIGUN	unreviewed	Uncharacterized protein	DEO72_LG1g1	Vigna unguiculata (Cowpea)	1227	integral component of membrane [GO:0016021]	GO:0016021
PFX23512.1	A0A2B4S4R9	A0A2B4S4R9_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene25830	Stylophora pistillata (Smooth cauliflower coral)	120	integral component of membrane [GO:0016021]	GO:0016021
VDI29092.1	A0A8B6E763	A0A8B6E763_MYTGA	unreviewed	Calmodulin (Fragment)	MGAL_10B019037	Mytilus galloprovincialis (Mediterranean mussel)	690		
PFX23519.1	A0A2B4S3A1	A0A2B4S3A1_STYPI	unreviewed	Brevican core protein	BCAN AWC38_SpisGene11920	Stylophora pistillata (Smooth cauliflower coral)	150		
PFX26113.1	A0A2B4SAQ7	A0A2B4SAQ7_STYPI	unreviewed	Nephrocystin-3	nphp3 AWC38_SpisGene9223	Stylophora pistillata (Smooth cauliflower coral)	1409		
RMX38986.1	A0A3M6TC64	A0A3M6TC64_POCDA	unreviewed	Rab-GAP TBC domain-containing protein	pdam_00008173	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	894		
RMX35516.1	A0A3M6T4Q1	A0A3M6T4Q1_POCDA	unreviewed	Uncharacterized protein	pdam_00003776	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	483		
PFX21004.1	A0A2B4RRD2	A0A2B4RRD2_STYPI	unreviewed	Leucine-rich repeat-containing protein 1	LRRC1 AWC38_SpisGene14526	Stylophora pistillata (Smooth cauliflower coral)	2381	nucleotide binding [GO:0000166]; signal transduction [GO:0007165]	GO:0000166; GO:0007165
RMX52415.1	A0A3M6UFL3	A0A3M6UFL3_POCDA	unreviewed	Uncharacterized protein (Fragment)	pdam_00024386	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	629	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]	GO:0005509; GO:0016021
PFX32944.1	A0A2B4SQJ4	A0A2B4SQJ4_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene2235	Stylophora pistillata (Smooth cauliflower coral)	804		
RMX51700.1	A0A3M6UDE7	A0A3M6UDE7_POCDA	unreviewed	G protein-coupled receptor kinase (EC 2.7.11.-)	pdam_00008088	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	699	ATP binding [GO:0005524]; G protein-coupled receptor kinase activity [GO:0004703]; signal transduction [GO:0007165]	GO:0004703; GO:0005524; GO:0007165
RMX59818.1	A0A3M6V2L9	A0A3M6V2L9_POCDA	unreviewed	TMEM135_C_rich domain-containing protein (Fragment)	pdam_00007314	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	415	integral component of membrane [GO:0016021]	GO:0016021
NWT30228.1	A0A7K5MHF4	A0A7K5MHF4_CARCD	unreviewed	ERLN2 protein (Fragment)	Erlin2 CARCAR_R11207	Cardinalis cardinalis (Northern cardinal)	342	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; ubiquitin protein ligase binding [GO:0031625]; steroid metabolic process [GO:0008202]	GO:0005783; GO:0008202; GO:0016021; GO:0031625
RMX46962.1	A0A3M6TZZ2	A0A3M6TZZ2_POCDA	unreviewed	Histone H2A	pdam_00011940	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	186	nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]	GO:0000786; GO:0003677; GO:0005634; GO:0046982
RMX40964.1	A0A3M6TI87	A0A3M6TI87_POCDA	unreviewed	Uncharacterized protein	pdam_00014877	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1466		
