yourlistU	UPA	Organisms	UniProtKB	First seen	Last seen	Length
XP_015775060.1	UPI00077ABA5E	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	291
XP_020608009.1	UPI0009E61E64	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1541
XP_020618472.1	UPI0009E3F743	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	567
XP_020602840.1	UPI0009E197D3	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	438
XP_020623628.1	UPI0009E3C3BC	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	560
XP_015766628.1	UPI00077A6BEA	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	293
XP_020612678.1	UPI0009E31523	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	2348
XP_029199127.1	UPI0010FC6DE7	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	989
XP_020628872.1	UPI0009E42300	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	346
XP_015752972.1	UPI00077AF415	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	311
XP_020628530.1	UPI0009E1A6B8	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	283
XP_020618481.1	UPI0009E5544E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	337
XP_020607857.1	UPI0009E3CB62	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	292
XP_020617609.1	UPI0009E643FA	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	396
XP_020617883.1	UPI0009E2C7C6	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1304
XP_020631210.1	UPI0009E5B15E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1758
XP_020626285.1	UPI0009E48094	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	207
XP_038050945.1	UPI0018D9BCFC	Patiria miniata (Bat star) (Asterina miniata)		2020-12-16	2021-07-12	201
XP_029199677.1	UPI0010FC7DB4	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	274
XP_015777300.1	UPI00077A68FE	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	174
XP_020627692.1	UPI0009E29B32	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1073
XP_022782797.1	UPI000C04CEE7	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	1379
XP_027058135.1	UPI000F3DE3F9	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6UTU6; 	2018-11-13	2021-09-29	375
XP_020613681.1	UPI0009E42DAF	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	245
XP_020628298.1	UPI0009E3E835	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	383
XP_020612934.1	UPI0009E43614	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	573
XP_020604085.1	UPI0009E4DF58	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	510
XP_015761241.1	UPI00077ACD32	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	402
XP_020620512.1	UPI0009E5C95A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	435
XP_022779244.1	UPI000C00E0AF	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4STP5; 	2017-10-24	2021-09-29	329
XP_027050377.1	UPI000F556660	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	190
XP_015760996.1	UPI00077A2D87	Acropora digitifera (Staghorn coral); Acropora millepora (Staghorn coral) (Heteropora millepora)		2016-03-15	2021-07-12	184
XP_020608205.1	UPI0009E27459	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	567
XP_015772968.1	UPI00077AF9F1	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	442
XP_027048243.1	UPI000F5528B4	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	429
XP_022779771.1	UPI000C042099	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	152
XP_020613174.1	UPI0009E65E56	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	191
XP_020601595.1	UPI0009E37961	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	442
XP_027048943.1	UPI000F5504EE	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	887
XP_015757587.1	UPI00077ADFAF	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	282
XP_022807311.1	UPI000C053308	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	368
XP_020629550.1	UPI0009E384A4	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	491
XP_020609255.1	UPI0009E60A30	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	587
XP_020616397.1	UPI0009E4FAF2	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	838
XP_015777449.1	UPI00077B002E	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	249
XP_022802858.1	UPI000C03E16E	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	1156
XP_020625463.1	UPI0009E5F7E2	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	353
XP_020600902.1	UPI0009E49054	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	450
XP_020630918.1	UPI0009E5C5B8	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	280
XP_027050625.1	UPI000F3FC15E	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TG97; 	2018-11-13	2021-09-29	685
XP_020611215.1	UPI0009E3B8F5	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	627
XP_027048570.1	UPI000F550B78	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	292
XP_022802088.1	UPI000C050551	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	338
XP_015750687.1	UPI00077A898C	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	585
XP_029202778.1	UPI0010FC9099	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	178
XP_029208298.1	UPI0010FCBB70	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	248
XP_020603771.1	UPI0009E5256F	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	367
XP_015755965.1	UPI00077AD06E	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	334
XP_029205197.1	UPI0010FCD87B	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	670
XP_020627215.1	UPI0009E5E764	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	471
XP_020612176.1	UPI0009E3207D	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	450
XP_027059524.1	UPI000F40DCE3	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6UQY8; 	2018-11-13	2021-09-29	298
XP_028402763.1	UPI00106D44E9	Dendronephthya gigantea (Coral)		2019-03-30	2021-07-12	428
XP_022800607.1	UPI000C00E372	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SRS4; 	2017-10-24	2021-09-29	140
XP_020603903.1	UPI0009E5BB0D	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	352
XP_020628560.1	UPI0009E4B8B1	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1530
XP_020631061.1	UPI0009E48F68	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	300
XP_020632854.1	UPI0009E3795C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	987
XP_020610769.1	UPI0009E28603	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	181
XP_022796202.1	UPI000C006E46	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4RY52; 	2017-10-24	2021-09-29	285
XP_022786266.1	UPI000C00D46F	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SFW2; 	2017-10-24	2021-09-29	164
XP_020602327.1	UPI0009E19B12	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	150
XP_020621987.1	UPI0009E38033	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	979
XP_020607342.1	UPI0009E52FF0	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	2611
XP_020615401.1	UPI0009E2F209	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	135
XP_015770458.1	UPI00077B021D	Acropora digitifera (Staghorn coral); Acropora millepora (Staghorn coral) (Heteropora millepora)		2016-03-15	2021-07-12	143
XP_020622253.1	UPI0009E49BB7	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	648
XP_020607468.1	UPI0009E21522	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	682
XP_020628093.1	UPI0009E629C4	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	2681
XP_027043235.1	UPI000F551D3E	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	2084
XP_015779234.1	UPI00077A01EF	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	1392
XP_020600482.1	UPI0009E3B508	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	245
XP_027047789.1	UPI000F3D7308	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TNG5; 	2018-11-13	2021-09-29	746
XP_020619463.1	UPI0009E4DF2E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	426
XP_020618542.1	UPI0009E1A9C5	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	428
XP_020604069.1	UPI0009E54D9E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	759
XP_020606147.1	UPI0009E4D0BF	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	438
XP_020611197.1	UPI0009E3EF91	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	343
XP_020621985.1	UPI0009E1CA28	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	2313
XP_022781810.1	UPI000C005E0F	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SQ55; 	2017-10-24	2021-09-29	389
XP_020605120.1	UPI0009E656CF	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	243
XP_020621221.1	UPI0009E52CCE	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	12844
XP_020631205.1	UPI0009E64426	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	2720
XP_020609269.1	UPI0009E28FA6	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	250
XP_015768274.1	UPI00077A3323	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	247
XP_027051986.1	UPI000F54DE3F	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	472
XP_020631296.1	UPI0009E49CC7	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	393
XP_027040454.1	UPI000F552978	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	467
XP_020616920.1	UPI0009E1CFA1	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	199
XP_020602791.1	UPI0009E42048	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	108
XP_020603428.1	UPI0009E5B68A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	4470
XP_020619114.1	UPI0009E5B38B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	454
XP_020628091.1	UPI0009E4E56E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	297
XP_020619208.1	UPI0009E3D33C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	843
XP_020614858.1	UPI0009E36949	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	597
XP_015767851.1	UPI00077A5C76	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	375
XP_020612534.1	UPI0009E2F559	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	450
XP_015769504.1	UPI00077B0BD1	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	543
XP_020632207.1	UPI0009E5E5BB	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1186
XP_029184928.1	UPI0010FC9B60	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	524
XP_020601405.1	UPI0009E3E16B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	364
XP_020607939.1	UPI0009E19108	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	651
XP_027055085.1	UPI000F559304	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	197
XP_020614691.1	UPI0009E47ACC	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	661
XP_020623753.1	UPI0009E403EE	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	341
XP_028404069.1	UPI00106BC1B7	Dendronephthya gigantea (Coral)		2019-03-30	2021-07-12	285
XP_022808280.1	UPI000C03E14E	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	660
XP_020612539.1	UPI0009E5282E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	361
XP_020626672.1	UPI0009E56B15	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	253
XP_027047990.1	UPI000F3ACABD	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TMP7; 	2018-11-13	2021-09-29	503
XP_020608700.1	UPI0009E47D76	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	547
XP_020607387.1	UPI0009E627F3	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	910
XP_027049788.1	UPI000F3E5451	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6THY6; 	2018-11-13	2021-09-29	848
XP_022797726.1	UPI000C039059	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	319
XP_020610944.1	UPI0009E63256	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1131
XP_020601036.1	UPI0009E319A4	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1290
XP_020622910.1	UPI0009E41D60	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	590
XP_015763583.1	UPI00077A3EEE	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	1054
XP_020604041.1	UPI0009E44B19	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	2704
XP_027055968.1	UPI000F54FAB9	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	586
XP_020625070.1	UPI0009E2E5E0	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	368
XP_029189541.1	UPI0010FCD177	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	531
XP_022802026.1	UPI000C00DD3C	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4RQ09; 	2017-10-24	2021-09-29	258
XP_015772410.1	UPI00077A37C8	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	2379
XP_020605813.1	UPI0009E28684	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	175
XP_020617297.1	UPI0009E5DCDE	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	307
XP_020624180.1	UPI0009E31EDB	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	707
XP_032224192.1	UPI0013900BD3	Nematostella vectensis (Starlet sea anemone)		2020-02-09	2021-07-12	487
XP_020611959.1	UPI0009E64A1B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	433
XP_042912705.1	UPI001C720F3C	Parasteatoda tepidariorum (House spider) (Achaearanea tepidariorum)		2021-08-18	2021-08-18	146
XP_027053739.1	UPI000F54DC6A	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	913
XP_022793821.1	UPI000C01763C	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SXJ2; 	2017-10-24	2021-09-29	660
XP_020631183.1	UPI0009E44B74	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	199
XP_020609723.1	UPI0009E35E80	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	925
XP_022801737.1	UPI000C04F86F	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	752
XP_020616927.1	UPI0009E39D0C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	338
XP_020607107.1	UPI0009E5890E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	389
XP_015748012.1	UPI00077A1D3B	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	299
XP_022805730.1	UPI000C048910	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	2106
XP_020601739.1	UPI0009E226E9	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	385
XP_020612181.1	UPI0009E3EF23	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	317
XP_020626628.1	UPI0009E1B015	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	870
XP_029179840.1	UPI0010FCC2E2	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	117
XP_022799678.1	UPI000C03B3A4	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	299
XP_027052627.1	UPI000F3D639F	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TBN2; 	2018-11-13	2021-09-29	465
XP_020621171.1	UPI0009E1F784	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	212
XP_028401230.1	UPI001069D97C	Dendronephthya gigantea (Coral)		2019-03-30	2021-07-12	342
XP_020620594.1	UPI0009E521E0	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	407
XP_001638759.2	UPI00138FA081	Nematostella vectensis (Starlet sea anemone)		2020-02-09	2021-07-12	382
XP_020604211.1	UPI0009E5DA3A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	548
XP_020612177.1	UPI0009E26A33	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	448
XP_020603758.1	UPI0009E47C6C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	745
XP_027056682.1	UPI000F5537D1	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	628
XP_022798661.1	UPI000C04AF99	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	523
